ma_id,review_id,final_score,grade,grade_label,audit_score,consistency_score,robustness_score,stability_score,power_score,k,total_n,estimate,p_value,significant,doi,review_group,citation_count,citation_percentile,who_essential,nice_guideline_count,group_size_percentile,influence_score,quadrant
CD014833_pub2_data__A10,CD014833,56,D,Significant Concerns,92.0,100.0,60.0,2.7,25.0,1,168,0.0,1.0,False,10.1002/14651858.CD014833.pub2,Mental_health,0,9.68063872255489,False,0,67.86427145708582,10.658682634730539,Low Stakes
CD014833_pub2_data__A11,CD014833,56,D,Significant Concerns,92.0,100.0,60.0,2.7,25.0,1,30,0.259511,0.898404,False,10.1002/14651858.CD014833.pub2,Mental_health,0,9.68063872255489,False,0,67.86427145708582,10.658682634730539,Low Stakes
CD001321_pub7_data__A5,CD001321,56,D,Significant Concerns,80.0,100.0,0.0,0.4,100.0,10,2166,0.314399,0.272738,False,10.1002/14651858.CD001321.pub7,Pregnancy,9,79.84031936127745,False,0,20.35928143712575,33.97205588822356,Moderate
CD011039_pub2_data__A10,CD011039,56,D,Significant Concerns,92.0,100.0,60.0,1.2,25.0,1,60,0.065597,0.974047,False,10.1002/14651858.CD011039.pub2,Cardiovascular,2,39.12175648702595,False,0,52.49500998003992,20.898203592814372,Low Stakes
CD013781_pub2_data__A5,CD013781,56,D,Significant Concerns,80.0,100.0,0.0,0.6,100.0,41,6497,-0.13915,0.212268,False,10.1002/14651858.CD013781.pub2,Cardiovascular,1,26.34730538922156,False,0,92.61477045908184,19.80039920159681,Low Stakes
CD006140_pub3_data__A2,CD006140,56,D,Significant Concerns,64.0,100.0,40.0,0.3,75.0,5,608,-0.925747,0.023179,True,10.1002/14651858.CD006140.pub3,Mental_health,0,9.68063872255489,False,0,84.83033932135729,12.355289421157686,Low Stakes
CD006182_pub3_data__A3,CD006182,56,D,Significant Concerns,72.0,100.0,0.0,5.7,100.0,13,1701,0.273413,0.056186,False,10.1002/14651858.CD006182.pub3,Infection,1,26.34730538922156,False,0,46.40718562874252,15.179640718562876,Low Stakes
CD006182_pub3_data__A5,CD006182,56,D,Significant Concerns,92.0,100.0,30.0,5.7,50.0,3,819,0.077659,0.713049,False,10.1002/14651858.CD006182.pub3,Infection,1,26.34730538922156,False,0,46.40718562874252,15.179640718562876,Low Stakes
CD013358_pub2_data__A7,CD013358,56,D,Significant Concerns,100.0,100.0,30.0,0.3,50.0,6,415,0.04014,0.96301,False,10.1002/14651858.CD013358.pub2,Hypertension,2,39.12175648702595,False,0,84.83033932135729,24.13173652694611,Low Stakes
CD011626_pub3_data__A6,CD011626,56,D,Significant Concerns,92.0,100.0,30.0,8.6,50.0,4,213,-0.047623,0.965338,False,10.1002/14651858.CD011626.pub3,Cardiovascular,2,39.12175648702595,False,0,34.5309381237525,19.10179640718563,Low Stakes
CD015140_pub2_data__A15,CD015140,56,D,Significant Concerns,92.0,100.0,60.0,0.7,25.0,2,400,-0.395641,0.826784,False,10.1002/14651858.CD015140.pub2,Mental_health,0,9.68063872255489,False,0,79.34131736526946,11.806387225548903,Low Stakes
CD014959_pub2_data__A6,CD014959,56,D,Significant Concerns,92.0,100.0,60.0,2.3,25.0,2,684,-0.328478,0.797313,False,10.1002/14651858.CD014959.pub2,Other,4,57.48502994011976,False,0,76.24750499001996,30.618762475049902,Moderate
CD004667_pub6_data__A16,CD004667,56,D,Significant Concerns,92.0,100.0,60.0,1.4,25.0,1,1195,0.429604,0.21965,False,10.1002/14651858.CD004667.pub6,Pregnancy,64,99.8003992015968,False,0,82.93413173652695,48.21357285429142,Moderate
CD006185_pub6_data__A7,CD006185,56,D,Significant Concerns,92.0,50.0,40.0,0.5,100.0,101,4224,-0.104059,0.349626,False,10.1002/14651858.CD006185.pub6,Cardiovascular,4,57.48502994011976,False,0,41.417165668662676,27.135728542914173,Low Stakes
CD009730_pub3_data__A1,CD009730,56,D,Significant Concerns,72.0,100.0,0.0,6.5,100.0,32,2199,-0.161806,0.6066,False,10.1002/14651858.CD009730.pub3,Respiratory,1,26.34730538922156,False,0,73.45309381237524,17.884231536926148,Low Stakes
CD015140_pub2_data__A10,CD015140,56,D,Significant Concerns,80.0,100.0,0.0,0.7,100.0,13,1301,-0.119385,0.525268,False,10.1002/14651858.CD015140.pub2,Mental_health,0,9.68063872255489,False,0,79.34131736526946,11.806387225548903,Low Stakes
CD016120_data__A6,CD016120,56,D,Significant Concerns,92.0,100.0,60.0,0.9,25.0,1,2990,-0.004043,0.992462,False,10.1002/14651858.CD016120,,2,39.12175648702595,False,0,88.82235528942117,24.5309381237525,Low Stakes
CD016120_data__A7,CD016120,56,D,Significant Concerns,92.0,100.0,60.0,0.9,25.0,2,246,0.0,1.0,False,10.1002/14651858.CD016120,,2,39.12175648702595,False,0,88.82235528942117,24.5309381237525,Low Stakes
CD016120_data__A9,CD016120,56,D,Significant Concerns,92.0,100.0,60.0,0.9,25.0,1,2990,-0.004012,0.9984,False,10.1002/14651858.CD016120,,2,39.12175648702595,False,0,88.82235528942117,24.5309381237525,Low Stakes
CD012942_pub2_data__A11,CD012942,56,D,Significant Concerns,92.0,100.0,60.0,0.8,25.0,1,497,-0.798993,0.689872,False,10.1002/14651858.CD012942.pub2,Mental_health,5,63.57285429141717,False,0,59.58083832335329,31.3872255489022,Moderate
CD015849_pub2_data__A44,CD015849,56,D,Significant Concerns,92.0,100.0,60.0,0.8,25.0,2,2482,-0.040479,0.981799,False,10.1002/14651858.CD015849.pub2,Diabetes,4,57.48502994011976,False,0,98.40319361277446,32.83433133732535,Moderate
CD015849_pub2_data__A45,CD015849,56,D,Significant Concerns,92.0,100.0,60.0,0.8,25.0,1,277,1.084172,0.50789,False,10.1002/14651858.CD015849.pub2,Diabetes,4,57.48502994011976,False,0,98.40319361277446,32.83433133732535,Moderate
CD015849_pub2_data__A47,CD015849,56,D,Significant Concerns,92.0,100.0,60.0,0.8,25.0,2,587,0.027936,0.987448,False,10.1002/14651858.CD015849.pub2,Diabetes,4,57.48502994011976,False,0,98.40319361277446,32.83433133732535,Moderate
CD015849_pub2_data__A49,CD015849,56,D,Significant Concerns,92.0,100.0,60.0,0.8,25.0,1,2158,-0.195072,0.208649,False,10.1002/14651858.CD015849.pub2,Diabetes,4,57.48502994011976,False,0,98.40319361277446,32.83433133732535,Moderate
CD014541_pub2_data__A6,CD014541,56,D,Significant Concerns,92.0,100.0,60.0,1.3,25.0,2,12019,-0.276409,0.383705,False,10.1002/14651858.CD014541.pub2,Cancer,1,26.34730538922156,False,0,94.11177644710578,19.9500998003992,Low Stakes
CD014541_pub2_data__A7,CD014541,56,D,Significant Concerns,92.0,100.0,60.0,1.3,25.0,2,12019,-0.28141,0.375716,False,10.1002/14651858.CD014541.pub2,Cancer,1,26.34730538922156,False,0,94.11177644710578,19.9500998003992,Low Stakes
CD014541_pub2_data__A9,CD014541,56,D,Significant Concerns,92.0,100.0,60.0,1.3,25.0,2,11200,-0.201431,0.487903,False,10.1002/14651858.CD014541.pub2,Cancer,1,26.34730538922156,False,0,94.11177644710578,19.9500998003992,Low Stakes
CD014844_pub2_data__A2,CD014844,56,D,Significant Concerns,92.0,100.0,60.0,3.6,25.0,1,3404,0.186475,0.595544,False,10.1002/14651858.CD014844.pub2,Infection,0,9.68063872255489,False,0,64.57085828343313,10.32934131736527,Low Stakes
CD014844_pub2_data__A3,CD014844,56,D,Significant Concerns,92.0,100.0,60.0,3.6,25.0,1,3404,-0.089781,0.767583,False,10.1002/14651858.CD014844.pub2,Infection,0,9.68063872255489,False,0,64.57085828343313,10.32934131736527,Low Stakes
CD006404_pub5_data__A15,CD006404,56,D,Significant Concerns,92.0,100.0,60.0,0.8,25.0,2,558,0.031388,0.960231,False,10.1002/14651858.CD006404.pub5,Diabetes,0,9.68063872255489,False,0,81.23752495009981,11.996007984031937,Low Stakes
CD006404_pub5_data__A18,CD006404,56,D,Significant Concerns,92.0,100.0,60.0,0.8,25.0,2,732,-0.471564,0.753671,False,10.1002/14651858.CD006404.pub5,Diabetes,0,9.68063872255489,False,0,81.23752495009981,11.996007984031937,Low Stakes
CD013781_pub2_data__A1,CD013781,56,D,Significant Concerns,60.0,100.0,20.0,0.6,100.0,73,9940,-0.316415,0.000358,True,10.1002/14651858.CD013781.pub2,Cardiovascular,1,26.34730538922156,False,0,92.61477045908184,19.80039920159681,Low Stakes
CD003218_pub3_data__A2,CD003218,56,D,Significant Concerns,100.0,100.0,30.0,1.1,50.0,5,219,0.042611,0.964745,False,10.1002/14651858.CD003218.pub3,Other,0,9.68063872255489,False,0,20.35928143712575,5.908183632734531,Low Stakes
CD003218_pub3_data__A3,CD003218,56,D,Significant Concerns,92.0,100.0,60.0,1.1,25.0,2,48,0.069505,0.969359,False,10.1002/14651858.CD003218.pub3,Other,0,9.68063872255489,False,0,20.35928143712575,5.908183632734531,Low Stakes
CD003218_pub3_data__A4,CD003218,56,D,Significant Concerns,92.0,100.0,60.0,1.1,25.0,2,66,0.068773,0.969521,False,10.1002/14651858.CD003218.pub3,Other,0,9.68063872255489,False,0,20.35928143712575,5.908183632734531,Low Stakes
CD003218_pub3_data__A5,CD003218,56,D,Significant Concerns,100.0,100.0,30.0,1.1,50.0,6,242,0.022895,0.979014,False,10.1002/14651858.CD003218.pub3,Other,0,9.68063872255489,False,0,20.35928143712575,5.908183632734531,Low Stakes
CD009730_pub3_data__A15,CD009730,56,D,Significant Concerns,92.0,100.0,30.0,6.5,50.0,5,232,-0.678069,0.321074,False,10.1002/14651858.CD009730.pub3,Respiratory,1,26.34730538922156,False,0,73.45309381237524,17.884231536926148,Low Stakes
CD009730_pub3_data__A4,CD009730,56,D,Significant Concerns,72.0,100.0,0.0,6.5,100.0,13,1247,-0.09385,0.868968,False,10.1002/14651858.CD009730.pub3,Respiratory,1,26.34730538922156,False,0,73.45309381237524,17.884231536926148,Low Stakes
CD013781_pub2_data__A20,CD013781,56,D,Significant Concerns,92.0,100.0,60.0,0.6,25.0,2,161,-1.01123,0.379707,False,10.1002/14651858.CD013781.pub2,Cardiovascular,1,26.34730538922156,False,0,92.61477045908184,19.80039920159681,Low Stakes
CD013781_pub2_data__A23,CD013781,56,D,Significant Concerns,92.0,100.0,60.0,0.6,25.0,1,335,0.150384,0.528065,False,10.1002/14651858.CD013781.pub2,Cardiovascular,1,26.34730538922156,False,0,92.61477045908184,19.80039920159681,Low Stakes
CD013781_pub2_data__A24,CD013781,56,D,Significant Concerns,92.0,100.0,60.0,0.6,25.0,1,335,0.427771,0.14358,False,10.1002/14651858.CD013781.pub2,Cardiovascular,1,26.34730538922156,False,0,92.61477045908184,19.80039920159681,Low Stakes
CD013781_pub2_data__A26,CD013781,56,D,Significant Concerns,92.0,100.0,60.0,0.6,25.0,1,30,0.0,1.0,False,10.1002/14651858.CD013781.pub2,Cardiovascular,1,26.34730538922156,False,0,92.61477045908184,19.80039920159681,Low Stakes
CD013774_pub2_data__A2,CD013774,56,D,Significant Concerns,92.0,100.0,30.0,7.5,50.0,3,1120,-0.192282,0.883222,False,10.1002/14651858.CD013774.pub2,Other,8,76.14770459081836,False,0,52.49500998003992,35.70858283433134,Moderate
CD013358_pub2_data__A8,CD013358,56,D,Significant Concerns,100.0,100.0,30.0,0.3,50.0,7,434,0.344604,0.655573,False,10.1002/14651858.CD013358.pub2,Hypertension,2,39.12175648702595,False,0,84.83033932135729,24.13173652694611,Low Stakes
CD006185_pub6_data__A2,CD006185,56,D,Significant Concerns,72.0,100.0,10.0,0.5,100.0,153,6653,0.16495,0.20203,False,10.1002/14651858.CD006185.pub6,Cardiovascular,4,57.48502994011976,False,0,41.417165668662676,27.135728542914173,Low Stakes
CD014833_pub2_data__A13,CD014833,56,D,Significant Concerns,92.0,100.0,60.0,2.7,25.0,1,129,0.86483,0.01776,False,10.1002/14651858.CD014833.pub2,Mental_health,0,9.68063872255489,False,0,67.86427145708582,10.658682634730539,Low Stakes
CD014833_pub2_data__A2,CD014833,56,D,Significant Concerns,92.0,100.0,60.0,2.7,25.0,2,142,-1.167198,0.285183,False,10.1002/14651858.CD014833.pub2,Mental_health,0,9.68063872255489,False,0,67.86427145708582,10.658682634730539,Low Stakes
CD014833_pub2_data__A5,CD014833,56,D,Significant Concerns,92.0,100.0,60.0,2.7,25.0,2,276,0.071386,0.968019,False,10.1002/14651858.CD014833.pub2,Mental_health,0,9.68063872255489,False,0,67.86427145708582,10.658682634730539,Low Stakes
CD014833_pub2_data__A6,CD014833,56,D,Significant Concerns,92.0,100.0,60.0,2.7,25.0,1,100,0.0,1.0,False,10.1002/14651858.CD014833.pub2,Mental_health,0,9.68063872255489,False,0,67.86427145708582,10.658682634730539,Low Stakes
CD002243_pub5_data__A16,CD002243,56,D,Significant Concerns,80.0,100.0,0.0,0.1,100.0,31,16954,-0.019433,0.957418,False,10.1002/14651858.CD002243.pub5,Diabetes,0,9.68063872255489,False,0,84.83033932135729,12.355289421157686,Low Stakes
CD006404_pub5_data__A6,CD006404,56,D,Significant Concerns,80.0,100.0,0.0,0.8,100.0,21,6413,0.040365,0.897667,False,10.1002/14651858.CD006404.pub5,Diabetes,0,9.68063872255489,False,0,81.23752495009981,11.996007984031937,Low Stakes
CD013745_pub2_data__A5,CD013745,56,D,Significant Concerns,92.0,100.0,30.0,7.0,50.0,4,2779,-0.018259,0.910826,False,10.1002/14651858.CD013745.pub2,Other,1,26.34730538922156,False,0,34.5309381237525,13.992015968063875,Low Stakes
CD007130_pub5_data__A7,CD007130,56,D,Significant Concerns,100.0,100.0,30.0,1.7,50.0,6,429,-0.371005,0.671112,False,10.1002/14651858.CD007130.pub5,Hypertension,51,99.60079840319361,False,0,59.58083832335329,45.79840319361277,Moderate
CD010856_pub3_data__A6,CD010856,56,D,Significant Concerns,80.0,100.0,0.0,0.1,100.0,11,24142,-0.34653,0.578424,False,10.1002/14651858.CD010856.pub3,Other,16,93.21357285429141,False,0,64.57085828343313,43.74251497005989,Moderate
CD010856_pub3_data__A7,CD010856,56,D,Significant Concerns,80.0,100.0,0.0,0.1,100.0,12,43240,-0.093071,0.874931,False,10.1002/14651858.CD010856.pub3,Other,16,93.21357285429141,False,0,64.57085828343313,43.74251497005989,Moderate
CD009022_pub4_data__A9,CD009022,56,D,Significant Concerns,100.0,100.0,30.0,1.1,50.0,5,499,0.096506,0.838091,False,10.1002/14651858.CD009022.pub4,Cardiovascular,0,9.68063872255489,False,0,67.86427145708582,10.658682634730539,Low Stakes
CD001396_pub4_data__A1,CD001396,56,D,Significant Concerns,80.0,100.0,0.0,0.3,100.0,49,5351,-0.331326,0.099054,False,10.1002/14651858.CD001396.pub4,Mental_health,5,63.57285429141717,False,0,82.93413173652695,33.72255489021957,Moderate
CD013414_pub2_data__A4,CD013414,56,D,Significant Concerns,72.0,90.0,20.0,0.2,100.0,13,22356,0.378459,0.069711,False,10.1002/14651858.CD013414.pub2,Diabetes,8,76.14770459081836,False,0,52.49500998003992,35.70858283433134,Moderate
CD006404_pub5_data__A19,CD006404,56,D,Significant Concerns,92.0,100.0,60.0,0.8,25.0,2,732,0.304035,0.812629,False,10.1002/14651858.CD006404.pub5,Diabetes,0,9.68063872255489,False,0,81.23752495009981,11.996007984031937,Low Stakes
CD013763_pub3_data__A10,CD013763,56,D,Significant Concerns,100.0,100.0,30.0,0.4,50.0,6,396,0.0,1.0,False,10.1002/14651858.CD013763.pub3,Pain,10,82.83433133732535,True,0,70.45908183632734,60.17964071856287,Red Flag
CD013763_pub3_data__A11,CD013763,56,D,Significant Concerns,80.0,100.0,0.0,0.4,100.0,33,2009,0.140038,0.474605,False,10.1002/14651858.CD013763.pub3,Pain,10,82.83433133732535,True,0,70.45908183632734,60.17964071856287,Red Flag
CD015387_pub2_data__A2,CD015387,56,D,Significant Concerns,64.0,100.0,40.0,0.2,75.0,8,3857,0.155874,0.049516,True,10.1002/14651858.CD015387.pub2,Other,3,49.101796407185624,False,0,46.40718562874252,24.281437125748504,Low Stakes
CD013731_pub2_data__A1,CD013731,56,D,Significant Concerns,60.0,100.0,20.0,50.0,50.0,6,364,-0.197474,0.75464,False,10.1002/14651858.CD013731.pub2,Gastrointestinal,6,68.76247504990019,False,0,13.373253493013973,28.842315369261474,Low Stakes
CD013745_pub2_data__A1,CD013745,56,D,Significant Concerns,80.0,100.0,20.0,7.0,75.0,9,13350,0.091475,0.719176,False,10.1002/14651858.CD013745.pub2,Other,1,26.34730538922156,False,0,34.5309381237525,13.992015968063875,Low Stakes
CD013745_pub2_data__A2,CD013745,56,D,Significant Concerns,80.0,100.0,20.0,7.0,75.0,7,5703,-0.452704,0.282913,False,10.1002/14651858.CD013745.pub2,Other,1,26.34730538922156,False,0,34.5309381237525,13.992015968063875,Low Stakes
CD012850_pub2_data__A6,CD012850,56,D,Significant Concerns,100.0,100.0,30.0,25.7,25.0,5,176,-0.18943,0.720984,False,10.1002/14651858.CD012850.pub2,Mental_health,19,96.10778443113772,False,0,94.11177644710578,47.85429141716567,Moderate
CD015326_pub2_data__A27,CD015326,56,D,Significant Concerns,92.0,100.0,60.0,2.6,25.0,2,112,0.036357,0.983779,False,10.1002/14651858.CD015326.pub2,Pregnancy,1,26.34730538922156,False,0,97.2055888223553,20.259481037924154,Low Stakes
CD014541_pub2_data__A5,CD014541,56,D,Significant Concerns,92.0,100.0,60.0,1.3,25.0,1,4995,-1.250746,0.001858,False,10.1002/14651858.CD014541.pub2,Cancer,1,26.34730538922156,False,0,94.11177644710578,19.9500998003992,Low Stakes
CD012905_pub2_data__A5,CD012905,56,D,Significant Concerns,100.0,100.0,30.0,0.7,50.0,5,351,-0.008,0.993363,False,10.1002/14651858.CD012905.pub2,Cardiovascular,2,39.12175648702595,False,0,41.417165668662676,19.79041916167665,Low Stakes
CD015849_pub2_data__A36,CD015849,56,D,Significant Concerns,92.0,100.0,60.0,0.8,25.0,2,572,0.037321,0.983233,False,10.1002/14651858.CD015849.pub2,Diabetes,4,57.48502994011976,False,0,98.40319361277446,32.83433133732535,Moderate
CD015849_pub2_data__A37,CD015849,56,D,Significant Concerns,92.0,100.0,60.0,0.8,25.0,1,277,-0.021584,0.991405,False,10.1002/14651858.CD015849.pub2,Diabetes,4,57.48502994011976,False,0,98.40319361277446,32.83433133732535,Moderate
CD001703_pub4_data__A3,CD001703,56,D,Significant Concerns,92.0,100.0,60.0,0.5,25.0,1,146,0.027213,0.989181,False,10.1002/14651858.CD001703.pub4,Mental_health,1,26.34730538922156,False,0,92.61477045908184,19.80039920159681,Low Stakes
CD001703_pub4_data__A5,CD001703,56,D,Significant Concerns,92.0,100.0,60.0,0.5,25.0,1,92,0.086075,0.965855,False,10.1002/14651858.CD001703.pub4,Mental_health,1,26.34730538922156,False,0,92.61477045908184,19.80039920159681,Low Stakes
CD001703_pub4_data__A7,CD001703,56,D,Significant Concerns,92.0,100.0,60.0,0.5,25.0,1,146,0.027213,0.989181,False,10.1002/14651858.CD001703.pub4,Mental_health,1,26.34730538922156,False,0,92.61477045908184,19.80039920159681,Low Stakes
CD001703_pub4_data__A9,CD001703,56,D,Significant Concerns,92.0,100.0,60.0,0.5,25.0,1,92,0.086075,0.965855,False,10.1002/14651858.CD001703.pub4,Mental_health,1,26.34730538922156,False,0,92.61477045908184,19.80039920159681,Low Stakes
CD012757_pub2_data__A5,CD012757,56,D,Significant Concerns,92.0,100.0,60.0,0.8,25.0,1,70,-2.549701,0.088655,False,10.1002/14651858.CD012757.pub2,Cancer,3,49.101796407185624,False,0,52.49500998003992,24.890219560878243,Low Stakes
CD014833_pub2_data__A12,CD014833,56,D,Significant Concerns,92.0,100.0,60.0,2.7,25.0,1,82,-0.048202,0.980887,False,10.1002/14651858.CD014833.pub2,Mental_health,0,9.68063872255489,False,0,67.86427145708582,10.658682634730539,Low Stakes
CD009235_pub4_data__A4,CD009235,56,D,Significant Concerns,80.0,100.0,0.0,2.1,100.0,26,2094,0.009428,0.981175,False,10.1002/14651858.CD009235.pub4,Other,1,26.34730538922156,False,0,87.12574850299401,19.25149700598803,Low Stakes
CD015432_pub2_data__A10,CD015432,56,D,Significant Concerns,100.0,100.0,30.0,0.3,50.0,7,441,-0.011996,0.979822,False,10.1002/14651858.CD015432.pub2,Pain,5,63.57285429141717,False,0,73.45309381237524,32.774451097804395,Moderate
CD015432_pub2_data__A12,CD015432,56,D,Significant Concerns,100.0,100.0,30.0,0.3,50.0,5,429,-0.02738,0.977204,False,10.1002/14651858.CD015432.pub2,Pain,5,63.57285429141717,False,0,73.45309381237524,32.774451097804395,Moderate
CD015432_pub2_data__A2,CD015432,56,D,Significant Concerns,80.0,100.0,0.0,0.3,100.0,17,1196,0.133659,0.580744,False,10.1002/14651858.CD015432.pub2,Pain,5,63.57285429141717,False,0,73.45309381237524,32.774451097804395,Moderate
CD015432_pub2_data__A4,CD015432,56,D,Significant Concerns,100.0,100.0,30.0,0.3,50.0,7,487,-0.250419,0.404532,False,10.1002/14651858.CD015432.pub2,Pain,5,63.57285429141717,False,0,73.45309381237524,32.774451097804395,Moderate
CD015432_pub2_data__A5,CD015432,56,D,Significant Concerns,100.0,100.0,30.0,0.3,50.0,7,397,0.031899,0.96806,False,10.1002/14651858.CD015432.pub2,Pain,5,63.57285429141717,False,0,73.45309381237524,32.774451097804395,Moderate
CD013715_pub2_data__A14,CD013715,56,D,Significant Concerns,100.0,100.0,30.0,0.2,50.0,7,488,0.789393,0.168638,False,10.1002/14651858.CD013715.pub2,Pain,0,9.68063872255489,False,0,88.82235528942117,12.754491017964073,Low Stakes
CD013715_pub2_data__A16,CD013715,56,D,Significant Concerns,100.0,100.0,30.0,0.2,50.0,9,358,0.163127,0.810308,False,10.1002/14651858.CD013715.pub2,Pain,0,9.68063872255489,False,0,88.82235528942117,12.754491017964073,Low Stakes
CD013715_pub2_data__A18,CD013715,56,D,Significant Concerns,100.0,100.0,30.0,0.2,50.0,6,448,0.115177,0.780214,False,10.1002/14651858.CD013715.pub2,Pain,0,9.68063872255489,False,0,88.82235528942117,12.754491017964073,Low Stakes
CD013715_pub2_data__A6,CD013715,56,D,Significant Concerns,100.0,100.0,30.0,0.2,50.0,5,302,0.819341,0.142693,False,10.1002/14651858.CD013715.pub2,Pain,0,9.68063872255489,False,0,88.82235528942117,12.754491017964073,Low Stakes
CD009235_pub4_data__A5,CD009235,56,D,Significant Concerns,80.0,100.0,0.0,2.1,100.0,12,1090,0.002894,0.996123,False,10.1002/14651858.CD009235.pub4,Other,1,26.34730538922156,False,0,87.12574850299401,19.25149700598803,Low Stakes
CD009235_pub4_data__A6,CD009235,56,D,Significant Concerns,80.0,100.0,0.0,2.1,100.0,31,2547,0.013248,0.971104,False,10.1002/14651858.CD009235.pub4,Other,1,26.34730538922156,False,0,87.12574850299401,19.25149700598803,Low Stakes
CD016148_data__A3,CD016148,56,D,Significant Concerns,80.0,100.0,0.0,0.4,100.0,12,5099,-0.114041,0.607959,False,10.1002/14651858.CD016148,,3,49.101796407185624,False,0,41.417165668662676,23.78243512974052,Low Stakes
CD009102_pub2_data__A11,CD009102,56,D,Significant Concerns,84.0,100.0,70.0,0.9,25.0,2,507,0.077846,0.762419,False,10.1002/14651858.CD009102.pub2,Respiratory,4,57.48502994011976,True,0,64.57085828343313,49.45109780439121,Moderate
CD003216_pub3_data__A2,CD003216,56,D,Significant Concerns,80.0,100.0,10.0,12.5,75.0,15,932,0.274267,0.368699,False,10.1002/14651858.CD003216.pub3,Gastrointestinal,18,95.50898203592814,False,0,41.417165668662676,42.34530938123752,Moderate
CD013719_pub2_data__A2,CD013719,56,D,Significant Concerns,80.0,100.0,0.0,0.2,100.0,24,2712,0.061575,0.823791,False,10.1002/14651858.CD013719.pub2,Other,13,88.32335329341318,True,0,64.57085828343313,61.786427145708586,Red Flag
CD004508_pub5_data__A13,CD004508,56,D,Significant Concerns,92.0,100.0,60.0,4.4,25.0,2,183,-1.75332,0.243826,False,10.1002/14651858.CD004508.pub5,Infection,1,26.34730538922156,False,0,76.24750499001996,18.16367265469062,Low Stakes
CD004508_pub5_data__A17,CD004508,56,D,Significant Concerns,92.0,100.0,60.0,4.4,25.0,1,143,0.013889,0.994478,False,10.1002/14651858.CD004508.pub5,Infection,1,26.34730538922156,False,0,76.24750499001996,18.16367265469062,Low Stakes
CD009235_pub4_data__A14,CD009235,56,D,Significant Concerns,80.0,100.0,0.0,2.1,100.0,51,3929,-0.002622,0.99264,False,10.1002/14651858.CD009235.pub4,Other,1,26.34730538922156,False,0,87.12574850299401,19.25149700598803,Low Stakes
CD004736_pub6_data__A34,CD004736,56,D,Significant Concerns,80.0,100.0,0.0,0.3,100.0,32,22472,0.395537,0.109916,False,10.1002/14651858.CD004736.pub6,Cardiovascular,14,90.31936127744511,False,0,99.8003992015968,46.10778443113773,Moderate
CD012214_pub3_data__A3,CD012214,56,D,Significant Concerns,100.0,100.0,30.0,0.5,50.0,6,287,-0.146225,0.845425,False,10.1002/14651858.CD012214.pub3,Cancer,4,57.48502994011976,False,0,20.35928143712575,25.02994011976048,Low Stakes
CD012693_pub3_data__A28,CD012693,56,D,Significant Concerns,76.0,100.0,30.0,0.1,75.0,12,511,-0.253359,0.293371,False,10.1002/14651858.CD012693.pub3,Pregnancy,12,86.42714570858283,False,0,95.70858283433134,44.141716566866265,Moderate
CD012693_pub3_data__A32,CD012693,56,D,Significant Concerns,100.0,100.0,30.0,0.1,50.0,6,297,-0.649359,0.336229,False,10.1002/14651858.CD012693.pub3,Pregnancy,12,86.42714570858283,False,0,95.70858283433134,44.141716566866265,Moderate
CD014585_pub2_data__A6,CD014585,56,D,Significant Concerns,92.0,100.0,60.0,0.9,25.0,2,1149,-0.656874,0.723414,False,10.1002/14651858.CD014585.pub2,Other,2,39.12175648702595,False,0,27.045908183632733,18.353293413173652,Low Stakes
CD001797_pub4_data__A4,CD001797,56,D,Significant Concerns,100.0,100.0,30.0,0.2,50.0,7,318,-0.13019,0.870778,False,10.1002/14651858.CD001797.pub4,Other,6,68.76247504990019,False,0,52.49500998003992,32.75449101796407,Moderate
CD015284_pub2_data__A8,CD015284,56,D,Significant Concerns,100.0,100.0,30.0,0.3,50.0,6,366,0.102597,0.906077,False,10.1002/14651858.CD015284.pub2,Mental_health,2,39.12175648702595,False,0,96.6067864271457,25.309381237524953,Low Stakes
CD014820_pub2_data__A4,CD014820,56,D,Significant Concerns,80.0,100.0,0.0,0.5,100.0,61,13116,-0.153878,0.382193,False,10.1002/14651858.CD014820.pub2,Hypertension,1,26.34730538922156,False,0,52.49500998003992,15.788423153692616,Low Stakes
CD015284_pub2_data__A13,CD015284,56,D,Significant Concerns,100.0,100.0,30.0,0.3,50.0,7,494,-0.095208,0.905091,False,10.1002/14651858.CD015284.pub2,Mental_health,2,39.12175648702595,False,0,96.6067864271457,25.309381237524953,Low Stakes
CD012693_pub3_data__A35,CD012693,56,D,Significant Concerns,100.0,100.0,30.0,0.1,50.0,6,297,-0.020019,0.981569,False,10.1002/14651858.CD012693.pub3,Pregnancy,12,86.42714570858283,False,0,95.70858283433134,44.141716566866265,Moderate
CD008176_pub3_data__A17,CD008176,56,D,Significant Concerns,80.0,100.0,0.0,0.5,100.0,15,1521,0.051622,0.900915,False,10.1002/14651858.CD008176.pub3,Cancer,13,88.32335329341318,False,0,94.11177644710578,44.740518962075846,Moderate
CD009235_pub4_data__A17,CD009235,56,D,Significant Concerns,80.0,100.0,0.0,2.1,100.0,51,3929,-0.002622,0.99264,False,10.1002/14651858.CD009235.pub4,Other,1,26.34730538922156,False,0,87.12574850299401,19.25149700598803,Low Stakes
CD009235_pub4_data__A20,CD009235,56,D,Significant Concerns,80.0,100.0,0.0,2.1,100.0,51,3929,-0.002622,0.99264,False,10.1002/14651858.CD009235.pub4,Other,1,26.34730538922156,False,0,87.12574850299401,19.25149700598803,Low Stakes
