ma_id,review_id,final_score,grade,grade_label,audit_score,consistency_score,robustness_score,stability_score,power_score,k,total_n,estimate,p_value,significant,doi,review_group,citation_count,citation_percentile,who_essential,nice_guideline_count,group_size_percentile,influence_score,quadrant
CD015395_pub3_data__A4,CD015395,77,B,Moderately Trustworthy,80.0,100.0,30.0,99.4,75.0,5,2349,-1.420616,0.135267,False,10.1002/14651858.CD015395.pub3,Other,14,90.31936127744511,False,0,41.417165668662676,40.26946107784431,Moderate
CD015395_pub3_data__A5,CD015395,77,B,Moderately Trustworthy,92.0,100.0,70.0,99.4,25.0,1,2224,-1.460606,0.0,False,10.1002/14651858.CD015395.pub3,Other,14,90.31936127744511,False,0,41.417165668662676,40.26946107784431,Moderate
CD015395_pub3_data__A6,CD015395,77,B,Moderately Trustworthy,92.0,100.0,70.0,99.4,25.0,1,2224,-0.068588,0.494654,False,10.1002/14651858.CD015395.pub3,Other,14,90.31936127744511,False,0,41.417165668662676,40.26946107784431,Moderate
CD015395_pub3_data__A7,CD015395,77,B,Moderately Trustworthy,92.0,100.0,70.0,99.4,25.0,1,2224,0.764397,7.6e-05,False,10.1002/14651858.CD015395.pub3,Other,14,90.31936127744511,False,0,41.417165668662676,40.26946107784431,Moderate
CD015395_pub3_data__A8,CD015395,77,B,Moderately Trustworthy,92.0,100.0,70.0,99.4,25.0,1,2224,-0.731367,0.004601,False,10.1002/14651858.CD015395.pub3,Other,14,90.31936127744511,False,0,41.417165668662676,40.26946107784431,Moderate
CD005951_pub5_data__A7,CD005951,77,B,Moderately Trustworthy,92.0,100.0,70.0,99.1,25.0,2,2349,-0.323172,0.858476,False,10.1002/14651858.CD005951.pub5,Mental_health,7,73.05389221556887,False,0,59.58083832335329,35.17964071856288,Moderate
CD011600_pub3_data__A8,CD011600,77,B,Moderately Trustworthy,92.0,100.0,70.0,99.3,25.0,2,12442,-0.69568,0.708984,False,10.1002/14651858.CD011600.pub3,Cardiovascular,14,90.31936127744511,False,0,92.61477045908184,45.389221556886234,Moderate
CD013614_pub2_data__A41,CD013614,77,B,Moderately Trustworthy,52.0,100.0,60.0,99.9,75.0,5,1576,-0.780023,0.049953,True,10.1002/14651858.CD013614.pub2,Pain,2,39.12175648702595,False,0,98.00399201596807,25.449101796407188,Moderate
CD013429_pub2_data__A6,CD013429,77,B,Moderately Trustworthy,92.0,100.0,70.0,99.7,25.0,2,120,0.0,1.0,False,10.1002/14651858.CD013429.pub2,Other,2,39.12175648702595,False,0,52.49500998003992,20.898203592814372,Moderate
CD007374_pub3_data__A2,CD007374,77,B,Moderately Trustworthy,72.0,100.0,40.0,99.9,75.0,5,527,-0.771885,0.150568,False,10.1002/14651858.CD007374.pub3,Hypertension,7,73.05389221556887,False,0,87.12574850299401,37.93413173652695,Moderate
CD015192_pub2_data__A5,CD015192,77,B,Moderately Trustworthy,92.0,100.0,70.0,98.8,25.0,1,179,1.041454,0.371169,False,10.1002/14651858.CD015192.pub2,Diabetes,1,26.34730538922156,False,0,27.045908183632733,13.243512974051898,Moderate
CD015192_pub2_data__A6,CD015192,77,B,Moderately Trustworthy,92.0,100.0,70.0,98.8,25.0,2,164,-0.643291,0.520402,False,10.1002/14651858.CD015192.pub2,Diabetes,1,26.34730538922156,False,0,27.045908183632733,13.243512974051898,Moderate
CD013425_pub2_data__A9,CD013425,77,B,Moderately Trustworthy,44.0,100.0,40.0,99.7,100.0,35,8910,-0.026873,0.916962,False,10.1002/14651858.CD013425.pub2,Hypertension,2,39.12175648702595,False,0,67.86427145708582,22.435129740518963,Moderate
CD003743_pub3_data__A14,CD003743,77,B,Moderately Trustworthy,92.0,100.0,70.0,99.7,25.0,2,135,-0.041281,0.981557,False,10.1002/14651858.CD003743.pub3,Respiratory,0,9.68063872255489,False,0,76.24750499001996,11.497005988023954,Moderate
CD005951_pub5_data__A8,CD005951,77,B,Moderately Trustworthy,92.0,100.0,70.0,99.1,25.0,2,2349,-0.323172,0.858476,False,10.1002/14651858.CD005951.pub5,Mental_health,7,73.05389221556887,False,0,59.58083832335329,35.17964071856288,Moderate
CD005951_pub5_data__A9,CD005951,77,B,Moderately Trustworthy,92.0,100.0,70.0,99.1,25.0,1,2325,0.00258,0.998971,False,10.1002/14651858.CD005951.pub5,Mental_health,7,73.05389221556887,False,0,59.58083832335329,35.17964071856288,Moderate
CD016031_data__A19,CD016031,77,B,Moderately Trustworthy,80.0,100.0,10.0,97.0,100.0,20,1887,0.046205,0.919464,False,10.1002/14651858.CD016031,,2,39.12175648702595,False,0,84.83033932135729,24.13173652694611,Moderate
CD016031_data__A3,CD016031,77,B,Moderately Trustworthy,92.0,100.0,70.0,97.0,25.0,1,736,0.412177,0.424941,False,10.1002/14651858.CD016031,,2,39.12175648702595,False,0,84.83033932135729,24.13173652694611,Moderate
CD016031_data__A4,CD016031,77,B,Moderately Trustworthy,92.0,100.0,70.0,97.0,25.0,1,731,-2.632827,8.3e-05,False,10.1002/14651858.CD016031,,2,39.12175648702595,False,0,84.83033932135729,24.13173652694611,Moderate
CD007784_pub3_data__A9,CD007784,77,B,Moderately Trustworthy,84.0,100.0,50.0,99.9,50.0,3,6704,-0.03409,0.587177,False,10.1002/14651858.CD007784.pub3,Diabetes,9,79.84031936127745,False,0,99.40119760479041,41.876247504990026,Moderate
CD011885_pub2_data__A24,CD011885,77,B,Moderately Trustworthy,92.0,100.0,70.0,98.3,25.0,2,34,0.229298,0.900462,False,10.1002/14651858.CD011885.pub2,Hypertension,0,9.68063872255489,False,0,99.20159680638723,13.79241516966068,Moderate
CD013874_pub3_data__A10,CD013874,77,B,Moderately Trustworthy,72.0,100.0,40.0,99.5,75.0,5,725,0.481993,0.600504,False,10.1002/14651858.CD013874.pub3,Cancer,0,9.68063872255489,False,0,76.24750499001996,11.497005988023954,Moderate
CD013844_pub2_data__A6,CD013844,77,B,Moderately Trustworthy,92.0,100.0,90.0,3.8,100.0,18,13774,-0.341464,0.021074,True,10.1002/14651858.CD013844.pub2,Mental_health,4,57.48502994011976,False,0,59.58083832335329,28.952095808383234,Moderate
CD011885_pub2_data__A27,CD011885,77,B,Moderately Trustworthy,92.0,100.0,70.0,98.3,25.0,2,457,-0.025463,0.988572,False,10.1002/14651858.CD011885.pub2,Hypertension,0,9.68063872255489,False,0,99.20159680638723,13.79241516966068,Moderate
CD011885_pub2_data__A28,CD011885,77,B,Moderately Trustworthy,92.0,100.0,70.0,98.3,25.0,1,188,0.021165,0.991579,False,10.1002/14651858.CD011885.pub2,Hypertension,0,9.68063872255489,False,0,99.20159680638723,13.79241516966068,Moderate
CD011885_pub2_data__A29,CD011885,77,B,Moderately Trustworthy,92.0,100.0,70.0,98.3,25.0,1,367,-2.191622,0.038569,False,10.1002/14651858.CD011885.pub2,Hypertension,0,9.68063872255489,False,0,99.20159680638723,13.79241516966068,Moderate
CD009679_pub3_data__A9,CD009679,77,B,Moderately Trustworthy,100.0,100.0,40.0,97.5,50.0,5,345,-0.111576,0.907426,False,10.1002/14651858.CD009679.pub3,Infection,4,57.48502994011976,False,0,64.57085828343313,29.451097804391217,Moderate
CD011689_pub4_data__A19,CD011689,77,B,Moderately Trustworthy,64.0,100.0,20.0,100.0,100.0,30,44070,-0.042104,0.108371,False,10.1002/14651858.CD011689.pub4,Hypertension,1,26.34730538922156,False,0,81.23752495009981,18.662674650698605,Moderate
CD015854_data__A9,CD015854,77,B,Moderately Trustworthy,92.0,100.0,70.0,98.6,25.0,1,16,-0.737599,0.721092,False,10.1002/14651858.CD015854,,0,9.68063872255489,False,0,52.49500998003992,9.121756487025948,Moderate
CD010779_pub2_data__A3,CD010779,77,B,Moderately Trustworthy,92.0,100.0,70.0,98.7,25.0,1,81,0.073203,0.970979,False,10.1002/14651858.CD010779.pub2,Pain,4,57.48502994011976,False,0,20.35928143712575,25.02994011976048,Moderate
CD015087_pub2_data__A1,CD015087,77,B,Moderately Trustworthy,92.0,100.0,40.0,77.6,75.0,13,992,-0.561625,0.101481,False,10.1002/14651858.CD015087.pub2,Pain,4,57.48502994011976,False,0,76.24750499001996,30.618762475049902,Moderate
CD011600_pub3_data__A3,CD011600,77,B,Moderately Trustworthy,80.0,100.0,30.0,99.3,75.0,5,11308,-0.238347,0.051127,False,10.1002/14651858.CD011600.pub3,Cardiovascular,14,90.31936127744511,False,0,92.61477045908184,45.389221556886234,Moderate
CD013874_pub3_data__A5,CD013874,77,B,Moderately Trustworthy,52.0,65.0,70.0,99.5,100.0,10,2237,-1.807803,0.003468,True,10.1002/14651858.CD013874.pub3,Cancer,0,9.68063872255489,False,0,76.24750499001996,11.497005988023954,Moderate
CD013874_pub3_data__A6,CD013874,77,B,Moderately Trustworthy,80.0,90.0,40.0,99.5,75.0,9,2526,0.625133,0.365146,False,10.1002/14651858.CD013874.pub3,Cancer,0,9.68063872255489,False,0,76.24750499001996,11.497005988023954,Moderate
CD011762_pub2_data__A5,CD011762,77,B,Moderately Trustworthy,44.0,100.0,40.0,100.0,100.0,131,163984,0.118507,0.01281,True,10.1002/14651858.CD011762.pub2,Gastrointestinal,3,49.101796407185624,False,0,70.45908183632734,26.686626746506988,Moderate
CD013631_pub2_data__A6,CD013631,77,B,Moderately Trustworthy,92.0,100.0,50.0,90.7,50.0,6,208,0.91365,0.292703,False,10.1002/14651858.CD013631.pub2,Hypertension,34,99.00199600798403,False,0,92.61477045908184,48.8622754491018,Moderate
CD001533_pub7_data__A4,CD001533,77,B,Moderately Trustworthy,52.0,100.0,50.0,82.1,100.0,27,2483,-0.803108,4.4e-05,True,10.1002/14651858.CD001533.pub7,Hypertension,14,90.31936127744511,False,0,34.5309381237525,39.5808383233533,Moderate
CD001533_pub7_data__A5,CD001533,77,B,Moderately Trustworthy,72.0,100.0,30.0,82.1,100.0,68,7342,-0.141664,0.127716,False,10.1002/14651858.CD001533.pub7,Hypertension,14,90.31936127744511,False,0,34.5309381237525,39.5808383233533,Moderate
CD016031_data__A10,CD016031,77,B,Moderately Trustworthy,100.0,100.0,40.0,97.0,50.0,6,448,-0.044303,0.88297,False,10.1002/14651858.CD016031,,2,39.12175648702595,False,0,84.83033932135729,24.13173652694611,Moderate
CD016031_data__A12,CD016031,77,B,Moderately Trustworthy,92.0,100.0,70.0,97.0,25.0,1,837,0.0,1.0,False,10.1002/14651858.CD016031,,2,39.12175648702595,False,0,84.83033932135729,24.13173652694611,Moderate
CD011762_pub2_data__A8,CD011762,77,B,Moderately Trustworthy,44.0,100.0,40.0,100.0,100.0,131,209622,-0.183397,0.0,True,10.1002/14651858.CD011762.pub2,Gastrointestinal,3,49.101796407185624,False,0,70.45908183632734,26.686626746506988,Moderate
CD013874_pub3_data__A3,CD013874,77,B,Moderately Trustworthy,72.0,45.0,70.0,99.5,100.0,15,13791,-1.192128,0.007234,True,10.1002/14651858.CD013874.pub3,Cancer,0,9.68063872255489,False,0,76.24750499001996,11.497005988023954,Moderate
CD010216_pub9_data__A18,CD010216,77,B,Moderately Trustworthy,80.0,100.0,30.0,100.0,75.0,7,2022,1.012929,0.082094,False,10.1002/14651858.CD010216.pub9,Hypertension,22,96.8063872255489,True,0,81.23752495009981,66.84630738522955,Moderate
CD010216_pub9_data__A19,CD010216,77,B,Moderately Trustworthy,92.0,100.0,70.0,100.0,25.0,1,327,-0.609671,0.760878,False,10.1002/14651858.CD010216.pub9,Hypertension,22,96.8063872255489,True,0,81.23752495009981,66.84630738522955,Moderate
CD011885_pub2_data__A30,CD011885,77,B,Moderately Trustworthy,92.0,100.0,70.0,98.3,25.0,1,341,0.029242,0.988352,False,10.1002/14651858.CD011885.pub2,Hypertension,0,9.68063872255489,False,0,99.20159680638723,13.79241516966068,Moderate
CD011885_pub2_data__A31,CD011885,77,B,Moderately Trustworthy,92.0,100.0,70.0,98.3,25.0,1,188,0.021165,0.991579,False,10.1002/14651858.CD011885.pub2,Hypertension,0,9.68063872255489,False,0,99.20159680638723,13.79241516966068,Moderate
CD010441_pub3_data__A4,CD010441,77,B,Moderately Trustworthy,100.0,100.0,50.0,58.7,75.0,6,799,-0.480444,0.374197,False,10.1002/14651858.CD010441.pub3,Pregnancy,0,9.68063872255489,False,0,34.5309381237525,7.325349301397207,Moderate
CD014935_pub2_data__A11,CD014935,77,B,Moderately Trustworthy,92.0,100.0,70.0,99.7,25.0,1,130,-2.426347,0.000171,False,10.1002/14651858.CD014935.pub2,Other,1,26.34730538922156,False,0,59.58083832335329,16.497005988023954,Moderate
CD014935_pub2_data__A8,CD014935,77,B,Moderately Trustworthy,92.0,100.0,70.0,99.7,25.0,1,22,0.798508,0.541573,False,10.1002/14651858.CD014935.pub2,Other,1,26.34730538922156,False,0,59.58083832335329,16.497005988023954,Moderate
CD015514_pub2_data__A1,CD015514,77,B,Moderately Trustworthy,92.0,100.0,70.0,99.5,25.0,1,239,-0.539444,0.041702,False,10.1002/14651858.CD015514.pub2,Other,4,57.48502994011976,False,0,41.417165668662676,27.135728542914173,Moderate
CD015514_pub2_data__A3,CD015514,77,B,Moderately Trustworthy,92.0,100.0,70.0,99.5,25.0,2,56,0.0,1.0,False,10.1002/14651858.CD015514.pub2,Other,4,57.48502994011976,False,0,41.417165668662676,27.135728542914173,Moderate
CD011885_pub2_data__A32,CD011885,77,B,Moderately Trustworthy,92.0,100.0,70.0,98.3,25.0,1,188,0.021165,0.991579,False,10.1002/14651858.CD011885.pub2,Hypertension,0,9.68063872255489,False,0,99.20159680638723,13.79241516966068,Moderate
CD011885_pub2_data__A33,CD011885,77,B,Moderately Trustworthy,92.0,100.0,70.0,98.3,25.0,2,509,-0.143553,0.853745,False,10.1002/14651858.CD011885.pub2,Hypertension,0,9.68063872255489,False,0,99.20159680638723,13.79241516966068,Moderate
CD011885_pub2_data__A34,CD011885,77,B,Moderately Trustworthy,92.0,100.0,70.0,98.3,25.0,1,367,-0.771363,0.160638,False,10.1002/14651858.CD011885.pub2,Hypertension,0,9.68063872255489,False,0,99.20159680638723,13.79241516966068,Moderate
CD011885_pub2_data__A35,CD011885,77,B,Moderately Trustworthy,92.0,100.0,70.0,98.3,25.0,2,455,-0.037408,0.983213,False,10.1002/14651858.CD011885.pub2,Hypertension,0,9.68063872255489,False,0,99.20159680638723,13.79241516966068,Moderate
CD011885_pub2_data__A36,CD011885,77,B,Moderately Trustworthy,92.0,100.0,70.0,98.3,25.0,1,188,0.021165,0.991579,False,10.1002/14651858.CD011885.pub2,Hypertension,0,9.68063872255489,False,0,99.20159680638723,13.79241516966068,Moderate
CD011885_pub2_data__A37,CD011885,77,B,Moderately Trustworthy,92.0,100.0,70.0,98.3,25.0,2,509,0.402549,0.67841,False,10.1002/14651858.CD011885.pub2,Hypertension,0,9.68063872255489,False,0,99.20159680638723,13.79241516966068,Moderate
CD007374_pub3_data__A11,CD007374,77,B,Moderately Trustworthy,52.0,100.0,60.0,99.9,75.0,7,519,1.165029,0.016846,True,10.1002/14651858.CD007374.pub3,Hypertension,7,73.05389221556887,False,0,87.12574850299401,37.93413173652695,Moderate
CD014967_pub2_data__A10,CD014967,77,B,Moderately Trustworthy,84.0,100.0,50.0,100.0,50.0,4,448,-0.217231,0.387343,False,10.1002/14651858.CD014967.pub2,Pregnancy,12,86.42714570858283,False,0,76.24750499001996,42.19560878243513,Moderate
CD015636_pub2_data__A1,CD015636,77,B,Moderately Trustworthy,80.0,100.0,30.0,99.6,75.0,7,12612,0.070043,0.943195,False,10.1002/14651858.CD015636.pub2,Other,27,98.20359281437125,False,0,0.6986027944111777,39.35129740518962,Moderate
CD011885_pub2_data__A38,CD011885,77,B,Moderately Trustworthy,92.0,100.0,70.0,98.3,25.0,2,509,0.0487,0.935791,False,10.1002/14651858.CD011885.pub2,Hypertension,0,9.68063872255489,False,0,99.20159680638723,13.79241516966068,Moderate
CD011885_pub2_data__A40,CD011885,77,B,Moderately Trustworthy,92.0,100.0,70.0,98.3,25.0,2,509,-0.294393,0.707596,False,10.1002/14651858.CD011885.pub2,Hypertension,0,9.68063872255489,False,0,99.20159680638723,13.79241516966068,Moderate
CD011885_pub2_data__A12,CD011885,77,B,Moderately Trustworthy,92.0,100.0,70.0,98.3,25.0,1,25,0.076961,0.969879,False,10.1002/14651858.CD011885.pub2,Hypertension,0,9.68063872255489,False,0,99.20159680638723,13.79241516966068,Moderate
CD011885_pub2_data__A17,CD011885,77,B,Moderately Trustworthy,92.0,100.0,70.0,98.3,25.0,1,31,0.315081,0.876761,False,10.1002/14651858.CD011885.pub2,Hypertension,0,9.68063872255489,False,0,99.20159680638723,13.79241516966068,Moderate
CD015373_pub2_data__A17,CD015373,77,B,Moderately Trustworthy,92.0,100.0,70.0,99.7,25.0,2,134,0.825886,0.548105,False,10.1002/14651858.CD015373.pub2,Mental_health,2,39.12175648702595,True,0,88.82235528942117,44.5309381237525,Moderate
CD015373_pub2_data__A18,CD015373,77,B,Moderately Trustworthy,92.0,100.0,70.0,99.7,25.0,2,130,0.219723,0.744042,False,10.1002/14651858.CD015373.pub2,Mental_health,2,39.12175648702595,True,0,88.82235528942117,44.5309381237525,Moderate
CD015373_pub2_data__A19,CD015373,77,B,Moderately Trustworthy,92.0,100.0,70.0,99.7,25.0,1,133,-0.268264,0.896725,False,10.1002/14651858.CD015373.pub2,Mental_health,2,39.12175648702595,True,0,88.82235528942117,44.5309381237525,Moderate
CD011885_pub2_data__A19,CD011885,77,B,Moderately Trustworthy,92.0,100.0,70.0,98.3,25.0,2,34,0.229298,0.900462,False,10.1002/14651858.CD011885.pub2,Hypertension,0,9.68063872255489,False,0,99.20159680638723,13.79241516966068,Moderate
CD011885_pub2_data__A20,CD011885,77,B,Moderately Trustworthy,92.0,100.0,70.0,98.3,25.0,1,367,0.048923,0.980511,False,10.1002/14651858.CD011885.pub2,Hypertension,0,9.68063872255489,False,0,99.20159680638723,13.79241516966068,Moderate
CD011885_pub2_data__A21,CD011885,77,B,Moderately Trustworthy,92.0,100.0,70.0,98.3,25.0,1,188,0.021165,0.991579,False,10.1002/14651858.CD011885.pub2,Hypertension,0,9.68063872255489,False,0,99.20159680638723,13.79241516966068,Moderate
CD011885_pub2_data__A23,CD011885,77,B,Moderately Trustworthy,92.0,100.0,70.0,98.3,25.0,2,34,0.229298,0.900462,False,10.1002/14651858.CD011885.pub2,Hypertension,0,9.68063872255489,False,0,99.20159680638723,13.79241516966068,Moderate
CD011858_pub2_data__A5,CD011858,77,B,Moderately Trustworthy,92.0,100.0,50.0,93.8,50.0,4,390,-0.075122,0.934435,False,10.1002/14651858.CD011858.pub2,Cardiovascular,9,79.84031936127745,False,0,73.45309381237524,39.28143712574851,Moderate
CD015551_pub2_data__A1,CD015551,77,B,Moderately Trustworthy,80.0,100.0,30.0,99.8,75.0,5,6173,-0.95581,0.115062,False,10.1002/14651858.CD015551.pub2,Infection,2,39.12175648702595,False,0,27.045908183632733,18.353293413173652,Moderate
CD015551_pub2_data__A3,CD015551,77,B,Moderately Trustworthy,80.0,100.0,30.0,99.8,75.0,6,5506,0.297786,0.194839,False,10.1002/14651858.CD015551.pub2,Infection,2,39.12175648702595,False,0,27.045908183632733,18.353293413173652,Moderate
CD015215_pub2_data__A54,CD015215,77,B,Moderately Trustworthy,92.0,100.0,50.0,90.8,50.0,4,1397,-0.002306,0.998307,False,10.1002/14651858.CD015215.pub2,Mental_health,11,84.83033932135729,False,0,98.70259481037924,43.802395209580844,Moderate
CD015215_pub2_data__A9,CD015215,77,B,Moderately Trustworthy,80.0,100.0,40.0,90.8,75.0,7,643,0.00402,0.991722,False,10.1002/14651858.CD015215.pub2,Mental_health,11,84.83033932135729,False,0,98.70259481037924,43.802395209580844,Moderate
CD014967_pub2_data__A15,CD014967,77,B,Moderately Trustworthy,84.0,100.0,50.0,100.0,50.0,4,272,-0.303115,0.39426,False,10.1002/14651858.CD014967.pub2,Pregnancy,12,86.42714570858283,False,0,76.24750499001996,42.19560878243513,Moderate
CD006257_pub2_data__A17,CD006257,77,B,Moderately Trustworthy,92.0,100.0,70.0,99.9,25.0,1,58,1.17272,0.322917,False,10.1002/14651858.CD006257.pub2,Hypertension,10,82.83433133732535,False,0,77.84431137724552,40.91816367265469,Moderate
CD014967_pub2_data__A9,CD014967,77,B,Moderately Trustworthy,84.0,100.0,50.0,100.0,50.0,3,357,0.466526,0.196071,False,10.1002/14651858.CD014967.pub2,Pregnancy,12,86.42714570858283,False,0,76.24750499001996,42.19560878243513,Moderate
CD009679_pub3_data__A10,CD009679,77,B,Moderately Trustworthy,92.0,100.0,70.0,97.5,25.0,2,166,-0.071459,0.968049,False,10.1002/14651858.CD009679.pub3,Infection,4,57.48502994011976,False,0,64.57085828343313,29.451097804391217,Moderate
CD009679_pub3_data__A12,CD009679,77,B,Moderately Trustworthy,92.0,100.0,70.0,97.5,25.0,1,83,-0.071459,0.971666,False,10.1002/14651858.CD009679.pub3,Infection,4,57.48502994011976,False,0,64.57085828343313,29.451097804391217,Moderate
CD001533_pub7_data__A2,CD001533,77,B,Moderately Trustworthy,52.0,100.0,50.0,82.1,100.0,47,3884,-0.601435,4.2e-05,True,10.1002/14651858.CD001533.pub7,Hypertension,14,90.31936127744511,False,0,34.5309381237525,39.5808383233533,Moderate
CD013284_pub2_data__A2,CD013284,77,B,Moderately Trustworthy,92.0,100.0,30.0,85.5,75.0,20,975,-0.064701,0.889571,False,10.1002/14651858.CD013284.pub2,Respiratory,4,57.48502994011976,False,0,76.24750499001996,30.618762475049902,Moderate
CD013284_pub2_data__A3,CD013284,77,B,Moderately Trustworthy,92.0,100.0,30.0,85.5,75.0,10,978,-8.3e-05,0.999899,False,10.1002/14651858.CD013284.pub2,Respiratory,4,57.48502994011976,False,0,76.24750499001996,30.618762475049902,Moderate
CD014960_pub2_data__A8,CD014960,77,B,Moderately Trustworthy,92.0,100.0,70.0,98.3,25.0,1,168,1.039071,0.526424,False,10.1002/14651858.CD014960.pub2,Infection,11,84.83033932135729,False,0,46.40718562874252,38.57285429141717,Moderate
CD014960_pub2_data__A9,CD014960,77,B,Moderately Trustworthy,92.0,100.0,70.0,98.3,25.0,1,52,-0.341749,0.709184,False,10.1002/14651858.CD014960.pub2,Infection,11,84.83033932135729,False,0,46.40718562874252,38.57285429141717,Moderate
CD004661_pub4_data__A24,CD004661,77,B,Moderately Trustworthy,92.0,100.0,70.0,100.0,25.0,1,1679,-0.611528,0.170254,False,10.1002/14651858.CD004661.pub4,Hypertension,16,93.21357285429141,False,0,91.81636726546905,46.467065868263475,Moderate
CD011858_pub2_data__A1,CD011858,77,B,Moderately Trustworthy,52.0,100.0,40.0,93.8,100.0,20,1095,-0.264243,0.511157,False,10.1002/14651858.CD011858.pub2,Cardiovascular,9,79.84031936127745,False,0,73.45309381237524,39.28143712574851,Moderate
CD011858_pub2_data__A6,CD011858,77,B,Moderately Trustworthy,92.0,100.0,50.0,93.8,50.0,4,384,0.046998,0.958536,False,10.1002/14651858.CD011858.pub2,Cardiovascular,9,79.84031936127745,False,0,73.45309381237524,39.28143712574851,Moderate
CD011858_pub2_data__A7,CD011858,77,B,Moderately Trustworthy,92.0,100.0,50.0,93.8,50.0,3,341,0.499287,0.671534,False,10.1002/14651858.CD011858.pub2,Cardiovascular,9,79.84031936127745,False,0,73.45309381237524,39.28143712574851,Moderate
CD011858_pub2_data__A8,CD011858,77,B,Moderately Trustworthy,92.0,100.0,50.0,93.8,50.0,3,458,-0.053618,0.957257,False,10.1002/14651858.CD011858.pub2,Cardiovascular,9,79.84031936127745,False,0,73.45309381237524,39.28143712574851,Moderate
CD011858_pub2_data__A9,CD011858,77,B,Moderately Trustworthy,92.0,100.0,50.0,93.8,50.0,4,398,-0.006766,0.994797,False,10.1002/14651858.CD011858.pub2,Cardiovascular,9,79.84031936127745,False,0,73.45309381237524,39.28143712574851,Moderate
CD013284_pub2_data__A12,CD013284,77,B,Moderately Trustworthy,92.0,100.0,30.0,85.5,75.0,5,663,0.170325,0.415481,False,10.1002/14651858.CD013284.pub2,Respiratory,4,57.48502994011976,False,0,76.24750499001996,30.618762475049902,Moderate
CD009298_pub3_data__A36,CD009298,77,B,Moderately Trustworthy,84.0,100.0,80.0,98.3,25.0,2,284,-0.851845,0.206464,False,10.1002/14651858.CD009298.pub3,Cardiovascular,0,9.68063872255489,False,0,98.70259481037924,13.742514970059881,Moderate
CD009298_pub3_data__A39,CD009298,77,B,Moderately Trustworthy,84.0,100.0,80.0,98.3,25.0,2,280,-0.358665,0.439975,False,10.1002/14651858.CD009298.pub3,Cardiovascular,0,9.68063872255489,False,0,98.70259481037924,13.742514970059881,Moderate
CD009298_pub3_data__A40,CD009298,77,B,Moderately Trustworthy,84.0,100.0,80.0,98.3,25.0,2,249,0.080561,0.80622,False,10.1002/14651858.CD009298.pub3,Cardiovascular,0,9.68063872255489,False,0,98.70259481037924,13.742514970059881,Moderate
CD014960_pub2_data__A4,CD014960,77,B,Moderately Trustworthy,92.0,100.0,70.0,98.3,25.0,1,175,0.011696,0.990775,False,10.1002/14651858.CD014960.pub2,Infection,11,84.83033932135729,False,0,46.40718562874252,38.57285429141717,Moderate
CD014960_pub2_data__A5,CD014960,77,B,Moderately Trustworthy,92.0,100.0,70.0,98.3,25.0,1,168,-0.491408,0.595737,False,10.1002/14651858.CD014960.pub2,Infection,11,84.83033932135729,False,0,46.40718562874252,38.57285429141717,Moderate
CD014960_pub2_data__A6,CD014960,77,B,Moderately Trustworthy,92.0,100.0,70.0,98.3,25.0,1,175,0.011696,0.990775,False,10.1002/14651858.CD014960.pub2,Infection,11,84.83033932135729,False,0,46.40718562874252,38.57285429141717,Moderate
CD009679_pub3_data__A1,CD009679,77,B,Moderately Trustworthy,80.0,100.0,10.0,97.5,100.0,20,1263,-0.030978,0.94604,False,10.1002/14651858.CD009679.pub3,Infection,4,57.48502994011976,False,0,64.57085828343313,29.451097804391217,Moderate
CD010216_pub9_data__A13,CD010216,77,B,Moderately Trustworthy,92.0,100.0,70.0,100.0,25.0,2,201,-0.338194,0.851313,False,10.1002/14651858.CD010216.pub9,Hypertension,22,96.8063872255489,True,0,81.23752495009981,66.84630738522955,Moderate
CD010216_pub9_data__A14,CD010216,77,B,Moderately Trustworthy,92.0,100.0,70.0,100.0,25.0,2,199,-0.357293,0.84325,False,10.1002/14651858.CD010216.pub9,Hypertension,22,96.8063872255489,True,0,81.23752495009981,66.84630738522955,Moderate
CD016147_data__A10,CD016147,77,B,Moderately Trustworthy,92.0,100.0,80.0,90.0,25.0,1,50,-1.058607,0.522987,False,10.1002/14651858.CD016147,,2,39.12175648702595,False,0,64.57085828343313,22.105788423153694,Moderate
CD016278_data__A13,CD016278,77,B,Moderately Trustworthy,92.0,100.0,80.0,87.1,25.0,2,3644,-0.546337,0.765922,False,10.1002/14651858.CD016278,,3,49.101796407185624,False,0,79.34131736526946,27.5748502994012,Moderate
CD011575_pub3_data__A9,CD011575,77,B,Moderately Trustworthy,92.0,100.0,70.0,96.1,25.0,1,3079,-0.081134,0.610469,False,10.1002/14651858.CD011575.pub3,Hypertension,4,57.48502994011976,False,0,84.83033932135729,31.477045908183634,Moderate
CD011600_pub3_data__A11,CD011600,77,B,Moderately Trustworthy,92.0,100.0,70.0,99.3,25.0,2,12442,-0.69568,0.708984,False,10.1002/14651858.CD011600.pub3,Cardiovascular,14,90.31936127744511,False,0,92.61477045908184,45.389221556886234,Moderate
CD011600_pub3_data__A17,CD011600,77,B,Moderately Trustworthy,92.0,100.0,70.0,99.3,25.0,2,6088,-0.692408,0.710194,False,10.1002/14651858.CD011600.pub3,Cardiovascular,14,90.31936127744511,False,0,92.61477045908184,45.389221556886234,Moderate
